,client_fk,client_name,onboarded_date,case_receiving_date,client_source,total_case,Within_TAT,tat_breach
7030,3610,Radiant Diagnostic Centre Bhavnagar,2024-03-20,2024-11-08,Mahesh Salian,2,0,2
7035,1667,Harugeri CT Scan Centre,2021-01-26,2024-10-21,,2,2,0
7134,2054,Imperial Hospital,2021-08-07,2024-10-31,,2,2,0
7142,507,Mann Scanning & Diagnostic Center,2019-08-22,2024-10-29,,1,1,0
7150,3015,Megsan Diagnostics - KPHB,2023-04-06,2024-10-13,5C Admin (Vaishak),2,1,1
7236,1551,Public Labs,2020-11-10,2024-11-03,,2,1,1
7305,2639,Affiniti Scan Center,2022-05-27,2024-10-14,,1,1,0
7350,2406,Patna Diagnostic Center,2021-12-09,2024-11-02,Joel Elijah,5,4,1
7353,2856,Sattva Diagnostics,2022-12-07,2024-10-24,,2,2,0
7362,655,Sahasra Hospital,2018-06-23,2024-10-18,,3,3,0
7388,1611,Mayfair Diagnostic Centre,2020-12-23,2024-11-07,,4,4,0
7399,574,Sahayog Hospital,2019-04-16,2024-10-25,,1,1,0
7470,3704,Neuberg Supratech Inspire Diagnostics LLP - Raipur,2024-07-09,2024-11-08,Mahesh Salian,7,7,0
7507,3310,Raksha  Health Care,2023-08-18,2024-11-06,Amith,5,4,1
7527,2193,Grand CT Scans,2021-09-15,2024-10-29,,1,1,0
7585,3820,PCD Diagnostics LLP,2024-09-23,2024-11-01,Anamika Kumari and Nikhil Hugar,1,1,0
7589,655,Sahasra Hospital,2018-06-23,2024-10-19,,2,1,1
7609,3321,Asian Vascular Hospitals,2023-08-26,2024-10-29,Mahesh Salian,2,1,1
7657,3673,Tambo Salud,2024-05-09,2024-11-07,Vaishak Shivadasan,1,1,0
7658,3131,Eskag Sanjeevani Pvt. Ltd. (Super Specialty Hospital - Balurghat),2023-05-22,2024-11-06,5C Admin (Amith),10,0,10
7670,106,Focus Diagnostics Center - Rajajinagar,2017-05-01,2024-11-01,,7,7,0
7704,2639,Affiniti Scan Center,2022-05-27,2024-10-31,,1,1,0
7739,3795,Gunjan Diagnostic,2024-09-03,2024-10-18,Nikhil Hugar,2,2,0
7743,1372,Ebisu Diagnostics - Dasarhalli,2020-06-06,2024-10-26,,1,1,0
7750,3613,Omega Hospitals Vizag,2024-04-01,2024-10-23,Mahesh Kumar G,4,0,0
7819,3828,Medical Imaging Digital X- Ray Centre,2024-09-25,2024-11-06,Anil Kumar and Saravan Choudhary,1,0,1
7826,3474,Hindusthan Hospital,2023-11-24,2024-10-18,Amith,2,2,0
7838,1013,Annai Medical Centre,2018-10-05,2024-10-20,,1,1,0
7843,3444,Dharamsheela Devi Multispeciality Hospital,2023-10-19,2024-10-12,Mahesh  Salian,1,1,0
7857,2713,Kiran Digital X-ray,2022-07-12,2024-11-04,,1,1,0
7864,2844,Prakhar High Tech CT Scan,2022-11-21,2024-10-18,,1,0,1
7886,3792,Sree Venkateshwara Speciality Hospital - Bengaluru,2024-09-04,2024-10-29,Sathish Jalari,2,2,0
7913,2393,Camry Hospital,2021-12-02,2024-11-10,,1,1,0
7932,2393,Camry Hospital,2021-12-02,2024-10-25,,1,1,0
7978,3867,Dr. Balwant Singh's Hospital Inc - South America,2024-10-24,2024-10-30,Mahesh Salian,60,22,38
7995,3321,Asian Vascular Hospitals,2023-08-26,2024-10-16,Mahesh Salian,1,0,1
7997,2713,Kiran Digital X-ray,2022-07-12,2024-11-08,,1,1,0
8090,3322,Insight Medical Diagnostic,2023-08-28,2024-10-16,Nikhil Hugar,2,2,0
8127,3533,Maitreya Hospital,2024-01-20,2024-10-22,Mahesh Salian,4,3,1
8131,3752,Padmashree Hospital,2024-08-07,2024-10-20,Apoorv L Salehittal,1,1,0
8180,757,Utkarsh Scan Centre,2019-02-23,2024-10-18,Amith,2,2,0
8266,2193,Grand CT Scans,2021-09-15,2024-11-02,,4,4,0
8291,3810,Pratham MRI And CT Scan Centre,2024-09-12,2024-10-27,Anamika Kumari and Nikhil Hugar,1,0,1
8353,2764,Gayatri Pathology & X-ray Centre,2022-09-01,2024-11-05,,3,3,0
8434,1146,Alurwar Diagnostic Center,2019-05-25,2024-10-22,,1,1,0
8443,3813,New Marvel Healthcare & Diagnostics,2024-09-13,2024-10-12,Rajendra Prasad and Nithin Bharadhwaj,1,1,0
8487,2029,Mudalagi CT Scan Centre,2024-07-01,2024-10-28,Rajendra Prasad,2,2,0
8535,3773,Sharana Krupa Digital X-Ray Scanning Center,2024-08-31,2024-10-19,Sunil,1,1,0
8579,1778,Phoenix Medical Centre,2021-03-30,2024-10-24,,1,1,0
8625,1747,Raj Scanning Centre,2021-03-15,2024-10-14,,7,5,2
8632,1778,Phoenix Medical Centre,2021-03-30,2024-11-09,,2,2,0
8634,255,JJ Digital X-ray Lab & ECG Services - Thambaram,2019-05-04,2024-10-14,,1,1,0
8652,1372,Ebisu Diagnostics - Dasarhalli,2020-06-06,2024-10-14,,4,4,0
8656,484,Advance Diagnostics - HP,2024-08-21,2024-10-22,Anil Kumar and Saravan Choudhary,1,1,0
8683,596,Micro Lab & Digital X-ray,2019-05-08,2024-11-07,,1,1,0
8765,3065,Santhosh Nursing Home Multi Speciality Hospital,2023-04-29,2024-11-04,5C Admin (Sathish),3,1,2
8776,3755,Aastha Hospital,2024-08-06,2024-10-29,Anil Kumar and Saravan Choudhary,1,1,0
8802,2856,Sattva Diagnostics,2022-12-07,2024-10-29,,3,2,1
8812,3612,Shri Siddhi vinayak hospital ,2024-03-22,2024-10-22,Vaishak Shivadasan,1,0,1
8823,1723,Vedanta Medical Research Foundation (Balco Medical Centre),2024-07-24,2024-10-15,Mahesh Salian,5,0,5
8836,3552,St.Isabel's Hospital,2024-02-01,2024-10-26,Yesu Samuels ,8,8,0
8867,3630,Shankar Super Speciality Hospital,2024-04-05,2024-10-29,Nikhil Hugar,1,1,0
8889,2782,Apex Diagno Solution,2022-09-20,2024-11-09,,1,1,0
8966,3251,Truecheck Diagnostics LLP,2023-06-30,2024-11-02,5C Admin (Dhiren Lohar),1,1,0
9106,2980,Shanmuga Hospital Private Ltd.,2023-03-14,2024-10-28,,2,2,0
9141,3672,Rajanna CT Scan Center - Sircilla,2024-07-25,2024-10-21,Mahesh Salian,7,5,2
9148,350,Sehgal Neo Hospital,2019-09-18,2024-10-26,,4,3,1
9235,3637,Maruti Diagnostics,2024-04-12,2024-10-16,Joel Elijah,1,1,0
9263,350,Sehgal Neo Hospital,2019-09-18,2024-10-13,,1,1,0
9273,1778,Phoenix Medical Centre,2021-03-30,2024-11-05,,1,1,0
9285,3217,CRH ENT MRI And Diagnostics,2023-06-03,2024-10-27,5C Admin (Vaishak),13,4,9
9300,1372,Ebisu Diagnostics - Dasarhalli,2020-06-06,2024-10-18,,4,4,0
9307,3667,Sherwal Digital Colour X Ray,2024-05-06,2024-11-08,Nikhil Hugar,2,2,0
9316,3293,San Camilo,2021-10-20,2024-10-27,Vaishak Shivadasan,1,1,0
9341,3447,Bansal Hospital Sagar,2023-10-20,2024-10-21,Mahesh Salian,7,6,1
9361,3673,Tambo Salud,2024-05-09,2024-10-26,Vaishak Shivadasan,3,1,2
9364,2730,GNRC Hospital - Sixmile,2022-07-20,2024-10-25,,7,7,0
9389,3474,Hindusthan Hospital,2023-11-24,2024-10-26,Amith,2,2,0
9428,3533,Maitreya Hospital,2024-01-20,2024-11-10,Mahesh Salian,1,0,1
9452,751,Aditya Criticare Pvt. Ltd.,2019-02-16,2024-10-12,,3,3,0
9465,1803,Global Diagnostics,2024-05-25,2024-10-18,Joel Elijah,1,1,0
9476,2821,Venture Diagnostics - Coimbatore,2024-05-15,2024-10-17,Abhilash Bharathan and Balaganesh A,1,1,0
9493,521,Rahul CT Scan Centre,2019-02-07,2024-10-24,,1,1,0
9526,3662,Omega Hospitals v - Banjara Hills,2024-05-02,2024-10-19,Mahesh Kumar G,10,0,0
9528,2420,Meditech Diagnostic Centre,2021-12-15,2024-10-14,,1,0,1
9530,3647,Unique Healthcare Centre,2024-04-22,2024-10-21,Nikhil Hugar,1,1,0
9633,2764,Gayatri Pathology & X-ray Centre,2022-09-01,2024-11-06,,2,1,1
9660,2730,GNRC Hospital - Sixmile,2022-07-20,2024-10-14,,46,32,14
9661,3855,Sambhav Upleta Diagnostic Center - Porbandar,2024-10-12,2024-11-05,Deepak Yadav and Saravan Choudhary,9,6,3
9662,3255,Padiyath Medicity Hospital,2023-07-05,2024-11-04,Mahesh Salien,1,1,0
9667,3867,Dr. Balwant Singh's Hospital Inc - South America,2024-10-24,2024-11-02,Mahesh Salian,38,8,30
9706,3131,Eskag Sanjeevani Pvt. Ltd. (Super Specialty Hospital - Balurghat),2023-05-22,2024-10-26,5C Admin (Amith),7,0,7
9753,3863,Prime Scans And Diagnostics,2024-10-30,2024-10-27,Jaya Mohan and Akash Poovathingal,2,2,0
9766,2980,Shanmuga Hospital Private Ltd.,2023-03-14,2024-11-01,,3,2,1
9782,1140,Athaayu MultiSpeciality Hospital,2019-04-26,2024-10-30,,1,1,0
9786,1597,DMR Polyclinic,2020-12-10,2024-11-04,,2,2,0
9795,3529,Meditrina Hospitals - Kollam,2024-09-18,2024-10-18,Abhilash Bharathan and Balaganesh A,2,1,1
9828,1935,Phusro X-ray Clinic,2021-06-06,2024-11-05,joel,1,1,0
9853,949,Pulse Diagnostics Pvt. Ltd. - Behala,2018-03-06,2024-11-01,,2,2,0
9891,3751,Krishna Super Speciality Hospital,2024-08-07,2024-10-23,Nikhil Hugar,1,1,0
9904,1094,Sarvoday Hospital,2019-02-09,2024-10-14,,7,0,7
9919,1062,Prasiddh YS Diagnostics Private Limited,2018-11-16,2024-10-15,,1,1,0
9965,3829,Pooja Multislice CT Scan Centre,2024-09-26,2024-11-06,Deepak Yadav and Saravan Choudhary,1,1,0
9994,2160,VK Medical Centre,2021-09-02,2024-10-12,Amith,1,1,0
10001,3444,Dharamsheela Devi Multispeciality Hospital,2023-10-19,2024-10-25,Mahesh  Salian,1,0,1
10005,3788,Bharat Cancer Hospital And Research Institute,2024-08-29,2024-10-15,Deepak Yadav and Saravan Choudhary,12,0,0
10101,3549,Neuberg Ehrlich Laboratory Pvt Ltd Puducherry,2024-01-31,2024-11-03,Vaishak Shivadasan,1,1,0
10136,106,Focus Diagnostics Center - Rajajinagar,2017-05-01,2024-10-12,,8,8,0
10139,3609,Care Diagnostic Centre,2024-03-20,2024-11-08,Pavan P Chouhan,1,1,0
10148,2587,CK Medical Center Hospital,2022-04-28,2024-10-18,,1,0,1
10193,3321,Asian Vascular Hospitals,2023-08-26,2024-11-05,Mahesh Salian,1,1,0
10266,2844,Prakhar High Tech CT Scan,2022-11-21,2024-11-08,,1,1,0
10299,3687,Bhole Vighnaharta Multi Speciality Hospital Parola,2024-06-07,2024-11-04,Nikhil Hugar,4,4,0
10335,2784,Mahasati Parvesh Kumari Jain Charitable Society Hospital,2022-09-23,2024-10-30,,1,1,0
10465,1851,Life Line Diagnostics Centre,2021-04-19,2024-11-03,,2,2,0
10470,726,Mariahu Pathology & Digital X-ray Center,2019-08-15,2024-11-10,,1,1,0
10481,3322,Insight Medical Diagnostic,2023-08-28,2024-10-21,Nikhil Hugar,5,1,4
10485,3875,Ruban Memorial Hospital - Patna,2024-11-04,2024-11-06,,13,13,0
10509,399,Yenepoya Specialty Hospital,2016-11-07,2024-10-29,,3,2,1
10511,1597,DMR Polyclinic,2020-12-10,2024-10-23,,1,1,0
10529,2980,Shanmuga Hospital Private Ltd.,2023-03-14,2024-10-20,,1,1,0
10587,3589,Myo Healthcare,2024-02-29,2024-10-20,Mahesh Kumar G,7,7,0
10591,3791,Nidan Prime Scan Centre - A Venture Of Sgla Imaging llp,2024-08-30,2024-10-17,Anamika Kumari and Nikhil Hugar,3,1,2
10631,3332,Saikrupa Clinic,2023-09-05,2024-10-30,Abhilash ,1,1,0
10634,3843,Unique Sonography & Orthocare - Nashik,2024-10-05,2024-11-07,Anamika Kumari and Nikhil Hugar,2,2,0
10643,3867,Dr. Balwant Singh's Hospital Inc - South America,2024-10-24,2024-11-08,Mahesh Salian,20,12,8
10647,2831,RS Gaur Global Multispeciality Hospital Pvt.Ltd.,2022-11-07,2024-11-07,,20,12,8
10666,2733,Sri Srinivasa  Multi Speciality  Hospital,2022-07-21,2024-10-14,,7,7,0
10669,751,Aditya Criticare Pvt. Ltd.,2019-02-16,2024-10-22,,5,4,1
10688,3609,Care Diagnostic Centre,2024-03-20,2024-10-21,Pavan P Chouhan,1,1,0
10734,3863,Prime Scans And Diagnostics,2024-10-30,2024-11-05,Jaya Mohan and Akash Poovathingal,2,2,0
10770,3610,Radiant Diagnostic Centre Bhavnagar,2024-03-20,2024-11-05,Mahesh Salian,1,1,0
10829,3666,S S CT SCAN,2024-05-06,2024-10-15,Nikhil Hugar,1,1,0
10890,2831,RS Gaur Global Multispeciality Hospital Pvt.Ltd.,2022-11-07,2024-11-08,,3,2,1
10891,1642,HBS Hospital,2021-01-13,2024-10-19,,1,0,1
10899,1851,Life Line Diagnostics Centre,2021-04-19,2024-10-19,,2,2,0
10957,1041,Sreema X-ray,2018-09-30,2024-11-02,,1,1,0
11009,2897,Adarsh Nursing Home,2024-06-24,2024-10-18,Rajendra Prasad,2,2,0
11028,3784,Guru Hospital,2024-08-23,2024-10-19,Apoorv L Salehittal,2,2,0
11041,3813,New Marvel Healthcare & Diagnostics,2024-09-13,2024-11-06,Rajendra Prasad and Nithin Bharadhwaj,1,1,0
11042,1778,Phoenix Medical Centre,2021-03-30,2024-10-28,,2,1,1
11044,3846,Pentaone Healthcare - Cuttack,2024-10-07,2024-11-06,Abhisankar Biswal and Mukta Nandi,2,2,0
11061,726,Mariahu Pathology & Digital X-ray Center,2019-08-15,2024-11-09,,3,3,0
11089,333,Aayush Hospital & Maternity Home,2019-03-08,2024-10-30,,2,2,0
11094,949,Pulse Diagnostics Pvt. Ltd. - Behala,2018-03-06,2024-10-17,,2,1,1
11122,3820,PCD Diagnostics LLP,2024-09-23,2024-11-02,Anamika Kumari and Nikhil Hugar,1,1,0
11130,3005,Cosmos Health Care,2023-03-30,2024-11-03,5C Admin (Sathish),1,0,1
11221,216,SG Hospital,2020-01-31,2024-10-29,,3,2,1
11238,1718,Sonoscan Healthcare Pvt. Ltd. -  U2,2021-03-02,2024-10-18,,10,10,0
11258,2006,Sree Jayam Ortho & Multispeciality Hospital,2021-07-20,2024-10-15,Abhilash Bharathan,2,2,0
11260,2742,RV Kani Lab,2022-08-01,2024-10-21,,1,1,0
11261,2980,Shanmuga Hospital Private Ltd.,2023-03-14,2024-10-24,,2,2,0
11305,3483,Skyline Medicos and Diagnostics Center ,2023-12-06,2024-10-22,,1,1,0
11308,3784,Guru Hospital,2024-08-23,2024-11-05,Apoorv L Salehittal,5,2,3
11327,2577,Kamareddy MRI & Diagnostic Centre,2022-04-18,2024-10-25,,3,3,0
11332,3810,Pratham MRI And CT Scan Centre,2024-09-12,2024-11-10,Anamika Kumari and Nikhil Hugar,3,2,1
11349,212,Hope Scan Centre - UP,2020-03-18,2024-11-09,,1,1,0
11353,2980,Shanmuga Hospital Private Ltd.,2023-03-14,2024-11-09,,4,3,1
11361,1016,Sindhura Hospitals,2018-11-06,2024-10-24,,1,1,0
11386,3548,Lisie Hospital,2024-01-30,2024-10-25,Vaishak Shivadasan,2,0,2
11432,2913,Sushruta Diagnostic Centre - Mudgal,2023-01-31,2024-10-15,,1,1,0
11438,2742,RV Kani Lab,2022-08-01,2024-10-18,,1,1,0
11496,3447,Bansal Hospital Sagar,2023-10-20,2024-11-05,Mahesh Salian,13,7,6
11521,15,Madhubani Medical College & Hospital,2020-04-28,2024-10-14,,3,2,1
11578,1016,Sindhura Hospitals,2018-11-06,2024-10-27,,1,1,0
11587,2609,Neuberg Diagnostics,2022-05-11,2024-11-09,,1,1,0
11643,3439,Nigerian Lebanese International Hospital,2023-10-13,2024-10-23,Mahesh Salian,1,0,1
11645,3259,Sumangal Hospital,2023-07-17,2024-10-23,Rajendra Prasad,1,1,0
11671,1140,Athaayu MultiSpeciality Hospital,2019-04-26,2024-10-24,,1,1,0
11703,3705,Dorika Hospital - Assam,2024-06-28,2024-10-18,Mahesh Salian,4,4,0
11704,1697,Platinum Diagnostic Centre,2021-02-23,2024-10-24,,1,0,1
11764,365,Sevasadan Niramaya Hospital Private limited,2019-11-15,2024-11-04,,1,1,0
11802,1935,Phusro X-ray Clinic,2021-06-06,2024-11-01,joel,1,1,0
11832,3765,Karelibaug Diagnostic Centre - Vadodara,2024-08-12,2024-11-03,Sunil,1,1,0
11924,2561,Gowri Maheshwara Scan Centre,2022-04-04,2024-11-10,,1,1,0
11941,1941,Modern CT Scan Centre,2021-06-09,2024-11-02,,1,0,1
11993,2577,Kamareddy MRI & Diagnostic Centre,2022-04-18,2024-10-27,,2,1,1
11995,3589,Myo Healthcare,2024-02-29,2024-10-14,Mahesh Kumar G,3,3,0
12040,2874,Sai Sangama Diagnostic And  Healthcare,2022-12-26,2024-10-22,,3,2,1
12062,781,KG Hospital,2017-08-14,2024-10-16,,1,1,0
12079,451,Woodland Hospital,2019-03-23,2024-10-26,,2,2,0
12080,2874,Sai Sangama Diagnostic And  Healthcare,2022-12-26,2024-11-07,,4,4,0
12099,3795,Gunjan Diagnostic,2024-09-03,2024-10-31,Nikhil Hugar,8,6,2
12110,1554,Satyam Diagnostic Center - Dhanapur,2020-11-11,2024-10-27,,1,1,0
12150,2609,Neuberg Diagnostics,2022-05-11,2024-10-28,,1,1,0
12164,3644,EVR Advanced Diagnostics,2024-06-22,2024-10-24,Mahesh Kumar G,2,2,0
12197,1223,Pinarc Health Imaging CT Scan Centre,2024-05-22,2024-10-14,Nikhil Hugar,4,2,2
12221,2420,Meditech Diagnostic Centre,2021-12-15,2024-10-23,,2,2,0
12223,3653,The Bio Clinical Laboratory,2024-04-25,2024-11-07,Anthony Chethan,6,6,0
12271,2406,Patna Diagnostic Center,2021-12-09,2024-11-08,Joel Elijah,4,4,0
12313,3491,Mahisagar Imaging Center,2023-12-19,2024-10-17,Nikhil Hugar,1,0,1
12376,3008,TGH Onco Life Cancer Centre,2023-03-31,2024-11-05,Rajendra Prasad,3,0,0
12410,2477,Bioscan Diagnostics,2022-01-15,2024-11-05,,5,5,0
12607,3467,Ashirwad Clinic And Diagnostic Centre ,2023-11-21,2024-10-29,Nikhil Hugar,1,0,1
12652,3820,PCD Diagnostics LLP,2024-09-23,2024-10-27,Anamika Kumari and Nikhil Hugar,1,1,0
12682,1648,Micro Digital X-ray - Thiruvaiyaru,2021-01-17,2024-10-24,,1,1,0
12730,1140,Athaayu MultiSpeciality Hospital,2019-04-26,2024-10-25,,1,1,0
12829,2860,Micro lab & Digital X-rays - Lakshmangudi,2022-12-12,2024-10-12,,1,1,0
12897,3722,Agrawal Diagnostic Centre LLP,2024-10-03,2024-11-02,Anamika Kumari and Nikhil Hugar,5,2,3
12898,2874,Sai Sangama Diagnostic And  Healthcare,2022-12-26,2024-10-26,,3,3,0
12905,2733,Sri Srinivasa  Multi Speciality  Hospital,2022-07-21,2024-10-12,,5,5,0
12927,2844,Prakhar High Tech CT Scan,2022-11-21,2024-11-06,,4,1,3
12964,212,Hope Scan Centre - UP,2020-03-18,2024-10-18,,16,16,0
12991,3705,Dorika Hospital - Assam,2024-06-28,2024-10-21,Mahesh Salian,1,1,0
13008,3663,Healing Touch Hospital - Dehradun,2024-05-03,2024-10-24,Anthony Chethan,2,2,0
13044,778,Pen CT & MRI Scan Center,2019-02-02,2024-10-15,,1,1,0
13092,3626,Hastha CT Scan,2024-04-02,2024-10-23,Mahesh Kumar G,1,0,1
13095,1551,Public Labs,2020-11-10,2024-10-15,,1,1,0
13099,2029,Mudalagi CT Scan Centre,2024-07-01,2024-11-02,Rajendra Prasad,5,3,2
13103,2459,Agarwal Nursing Home,2022-01-03,2024-10-29,,3,2,1
13108,3549,Neuberg Ehrlich Laboratory Pvt Ltd Puducherry,2024-01-31,2024-10-29,Vaishak Shivadasan,1,1,0
13127,2006,Sree Jayam Ortho & Multispeciality Hospital,2021-07-20,2024-10-31,Abhilash Bharathan,2,1,1
13132,3810,Pratham MRI And CT Scan Centre,2024-09-12,2024-10-13,Anamika Kumari and Nikhil Hugar,2,2,0
13151,3644,EVR Advanced Diagnostics,2024-06-22,2024-10-19,Mahesh Kumar G,1,1,0
13244,3658,Sri Jayadeva Institute Of Cardiovascular Sciences & Research - Mysore,2024-04-29,2024-10-12,Mahesh Salian,1,1,0
13253,1090,Mhaskar Hospital,2019-05-23,2024-10-26,,1,1,0
13285,1892,Goalpara Sonoscan Centre,2021-05-05,2024-10-12,,9,9,0
13289,2471,Satyadev Multispeciality Hospital,2022-01-10,2024-11-10,,1,0,1
13313,2357,Legit Medical Diagnostics & Poly Clinic,2021-11-19,2024-10-19,,3,3,0
13388,3008,TGH Onco Life Cancer Centre,2023-03-31,2024-10-24,Rajendra Prasad,3,0,0
13391,3775,Chest Allergy And Sugar Clinic,2024-08-29,2024-10-19,Deepak Yadav and Saravan Choudhary,3,3,0
13405,2420,Meditech Diagnostic Centre,2021-12-15,2024-10-13,,1,1,0
13410,3705,Dorika Hospital - Assam,2024-06-28,2024-11-07,Mahesh Salian,2,1,1
13452,3836,"Apollo Medical Centre, Kondapur",2024-09-30,2024-10-15,,9,9,0
13476,3813,New Marvel Healthcare & Diagnostics,2024-09-13,2024-10-13,Rajendra Prasad and Nithin Bharadhwaj,2,2,0
13482,751,Aditya Criticare Pvt. Ltd.,2019-02-16,2024-10-15,,3,1,2
13500,1890,Narmada Apna Hospital,2021-05-05,2024-10-28,,5,4,1
13518,2874,Sai Sangama Diagnostic And  Healthcare,2022-12-26,2024-10-30,,2,2,0
13538,3849,Vinayaka Hospital - Wayanad,2024-10-09,2024-11-04,Jaya Mohan and Balaganesh A,1,1,0
13561,2839,Eskag Sanjeevani Multispecialty Hospital - Baranagar,2022-11-11,2024-10-31,,11,11,0
13603,3065,Santhosh Nursing Home Multi Speciality Hospital,2023-04-29,2024-10-30,5C Admin (Sathish),1,1,0
13621,3733,A R Diagnostics,2024-08-22,2024-10-16,Joel Elijah,1,1,0
13641,2606,Tatwadarsha Hospital,2022-05-10,2024-11-01,,18,18,0
13644,2782,Apex Diagno Solution,2022-09-20,2024-10-22,,2,1,1
13697,3704,Neuberg Supratech Inspire Diagnostics LLP - Raipur,2024-07-09,2024-11-05,Mahesh Salian,2,2,0
13712,3133,BRS Hospital - Unit Of Neuberg,2023-05-22,2024-10-20,5C Admin (Sathish),1,1,0
13741,2835,Kaya Health Care,2022-11-09,2024-10-16,,2,2,0
13743,3773,Sharana Krupa Digital X-Ray Scanning Center,2024-08-31,2024-10-15,Sunil,1,1,0
13765,3716,Dinka Multispeciality Hospital,2024-08-06,2024-11-02,Joel Elijah,1,1,0
13776,2406,Patna Diagnostic Center,2021-12-09,2024-10-19,Joel Elijah,4,4,0
13817,3439,Nigerian Lebanese International Hospital,2023-10-13,2024-10-12,Mahesh Salian,1,1,0
13823,432,Preciise Diagnostics,2017-03-20,2024-10-14,,4,3,1
13865,1023,Mother's Hospital,2019-08-09,2024-10-26,,1,1,0
13875,315,Ebisu Diagnostic Centre,2016-10-12,2024-11-07,,2,0,2
13899,3792,Sree Venkateshwara Speciality Hospital - Bengaluru,2024-09-04,2024-10-30,Sathish Jalari,1,1,0
13903,757,Utkarsh Scan Centre,2019-02-23,2024-10-22,Amith,1,1,0
13927,2737,Safe Diagnostic,2022-07-25,2024-11-01,,1,1,0
13945,3804,Sono Lab  & Imaging Centre Udaipur,2024-09-06,2024-10-25,Mahesh Salian,1,1,0
13962,2856,Sattva Diagnostics,2022-12-07,2024-11-10,,1,1,0
13967,2839,Eskag Sanjeevani Multispecialty Hospital - Baranagar,2022-11-11,2024-10-14,,9,9,0
13970,3863,Prime Scans And Diagnostics,2024-10-30,2024-11-02,Jaya Mohan and Akash Poovathingal,3,3,0
13982,3779,Satva Hospital,2024-08-21,2024-10-23,Deepak Yadav and Saravan Choudhary,1,1,0
14042,596,Micro Lab & Digital X-ray,2019-05-08,2024-11-05,,1,1,0
14047,3784,Guru Hospital,2024-08-23,2024-10-12,Apoorv L Salehittal,1,1,0
14062,3843,Unique Sonography & Orthocare - Nashik,2024-10-05,2024-10-18,Anamika Kumari and Nikhil Hugar,2,2,0
14076,3447,Bansal Hospital Sagar,2023-10-20,2024-11-03,Mahesh Salian,5,3,2
14077,3444,Dharamsheela Devi Multispeciality Hospital,2023-10-19,2024-10-15,Mahesh  Salian,1,1,0
14085,3733,A R Diagnostics,2024-08-22,2024-10-23,Joel Elijah,2,2,0
14110,1435,Chaudhari Diagnostics,2020-08-14,2024-11-06,,2,2,0
14113,2784,Mahasati Parvesh Kumari Jain Charitable Society Hospital,2022-09-23,2024-10-24,,1,1,0
14127,2406,Patna Diagnostic Center,2021-12-09,2024-10-20,Joel Elijah,4,4,0
14147,3131,Eskag Sanjeevani Pvt. Ltd. (Super Specialty Hospital - Balurghat),2023-05-22,2024-10-22,5C Admin (Amith),4,0,4
14168,1146,Alurwar Diagnostic Center,2019-05-25,2024-10-20,,2,2,0
14171,3289,Vardaan Diagnostics,2023-08-10,2024-10-20,Abhilash,2,2,0
14186,2856,Sattva Diagnostics,2022-12-07,2024-10-30,,2,2,0
14193,432,Preciise Diagnostics,2017-03-20,2024-10-31,,1,1,0
14304,1892,Goalpara Sonoscan Centre,2021-05-05,2024-10-13,,1,0,1
14321,3834,Medray Evo,2024-09-30,2024-11-04,,2,2,0
14323,2054,Imperial Hospital,2021-08-07,2024-11-10,,2,1,1
14339,2459,Agarwal Nursing Home,2022-01-03,2024-10-12,,2,2,0
14350,3474,Hindusthan Hospital,2023-11-24,2024-10-22,Amith,1,1,0
14367,2874,Sai Sangama Diagnostic And  Healthcare,2022-12-26,2024-11-03,,2,2,0
14395,3133,BRS Hospital - Unit Of Neuberg,2023-05-22,2024-11-07,5C Admin (Sathish),8,5,3
14412,3701,Krishna Imaging And Diagnostics - Karimnagar,2024-06-26,2024-11-10,Mahesh Kumar G,1,0,1
14440,3653,The Bio Clinical Laboratory,2024-04-25,2024-10-26,Anthony Chethan,8,8,0
14523,3322,Insight Medical Diagnostic,2023-08-28,2024-10-19,Nikhil Hugar,3,3,0
14526,2178,Arogya Hospital - Delhi,2024-06-21,2024-11-06,Akshat Misra and Nikhil Hugar,2,0,2
14575,2370,A to Z Multispeciality Hospital,2021-11-26,2024-11-02,,2,2,0
14580,3533,Maitreya Hospital,2024-01-20,2024-11-06,Mahesh Salian,1,0,1
14637,3590,Dr. Yogesh Dongre’s MegaScan Imaging Centre,2024-02-29,2024-11-01,Amith,1,1,0
14687,254,Siddaganga Diagnostic Center,2016-10-18,2024-10-20,,1,1,0
14709,3269,Svastha Speciality Clinic & Diagnostic Centre,2023-08-02,2024-10-23,5C Admin (Vaishak),2,1,1
14734,1886,Dialab Diagnostics And Imaging Centre,2021-05-04,2024-11-01,,1,1,0
14736,3310,Raksha  Health Care,2023-08-18,2024-11-10,Amith,1,0,1
14737,212,Hope Scan Centre - UP,2020-03-18,2024-11-05,,35,16,19
14754,3791,Nidan Prime Scan Centre - A Venture Of Sgla Imaging llp,2024-08-30,2024-10-14,Anamika Kumari and Nikhil Hugar,2,2,0
14767,12,Mahadev Multispeciality Hospital,2018-10-29,2024-10-24,,3,2,1
14775,2844,Prakhar High Tech CT Scan,2022-11-21,2024-10-16,,1,0,1
14788,568,Life Support Diagnostics Centre,2019-06-28,2024-11-06,,1,0,1
14826,2708,Samruddhi Diagnostic Center,2022-07-11,2024-10-19,,1,1,0
14844,2967,Saraimeer Diagnostic Center,2023-03-07,2024-11-07,,1,1,0
